age,sex,f_name,last name,commune,insee code,city type,department,reg,catégorie,revenue,cible
58,Male,BENOÎT,GAIBAZZI,Mundolsheim,67309,Chef-lieu canton,67,44,6,1660,success
84,Male,JEAN,NAVARRO,Buxières-les-Mines,03046,Commune simple,03,84,13,NA,failure
50,Male,GEORGES,LELIEVRE,Champigny-sur-Marne,94017,Chef-lieu canton,94,11,2,1310,success
55,Female,MARIE-JOSÉ,BELVAL,Auxonne,21038,Chef-lieu canton,21,27,6,1420,success
19,Female,JENNYFER,HAROUX,Saint-Jean-de-Sixt,74239,Commune simple,74,84,10,NA,failure
69,Female,MARIE-ANNICK,BERNARD,Tours,37261,Préfecture,37,24,13,NA,failure
32,Male,THOMAS,LAMBERSEND,Le Teil,07319,Commune simple,07,84,6,1240,failure
58,Male,JOSEPH,DELORME,Neuilly-Plaisance,93049,Chef-lieu canton,93,11,4,3040,success
31,Male,ALEXANDRE,RICHARD,Sens,89387,Sous-préfecture,89,27,4,1830,success
84,Female,MICHELINE,TREMOLIERE,Ronssoy,80679,Commune simple,80,32,13,NA,failure
69,Female,MARYSE,PERCHERON,Daubeuf-près-Vatteville,27202,Commune simple,27,28,13,NA,failure
20,Male,JAVIER,SOUAILLE,Guerting,57274,Commune simple,57,44,10,NA,failure
74,Male,JEAN,TOMADA,Liévin,62510,Chef-lieu canton,62,32,13,NA,failure
25,Female,MARIE-LOU,DELVALLEE,Salvagnac,81276,Chef-lieu canton,81,76,12,NA,failure
77,Male,BERTRAND,VIDART,Dieppe,76217,Sous-préfecture,76,28,13,NA,failure
62,Female,RACHIDA,HOFFMANN,Paris 17e  Arrondissement,75117,Capitale d'état,75,11,4,1610,success
19,Female,ANNABELLE,BARTHEL,Cerbère,66048,Commune simple,66,76,10,NA,failure
74,Female,MICHELINE,NICOLAS,Fréjus,83061,Chef-lieu canton,83,93,13,NA,failure
30,Male,CLÉMENT,GLEISES,Franconville,95252,Chef-lieu canton,95,11,7,2500,failure
79,Female,MICHELLE,FRUCTUOSO,Le Portel,62667,Chef-lieu canton,62,32,13,NA,failure
53,Male,HERVÉ,GUY,Brest,29019,Sous-préfecture,29,53,6,1150,success
69,Female,CHANTAL,BUCH,Friaucourt,80364,Commune simple,80,32,13,NA,failure
85,Male,PIERRE,LABORDE,Le Haillan,33200,Commune simple,33,75,13,NA,failure
33,Female,EUGÉNIE,PLANCKE,Carrières-sous-Poissy,78123,Commune simple,78,11,7,1630,success
58,Female,FLORA,BANNIER,Sainte-Geneviève-des-Bois,91549,Chef-lieu canton,91,11,6,1200,success
36,Male,LUDOVIC,VANHOUTTE,Paris 19e  Arrondissement,75119,Capitale d'état,75,11,12,NA,success
51,Male,EMMANUEL,CHOLLET,Loudun,86137,Chef-lieu canton,86,75,3,9510,success
41,Female,LAURENCE,GUEGAN,Cordon,74089,Commune simple,74,84,12,NA,success
36,Female,VANESSA,BLAIS,Merville,31341,Commune simple,31,76,11,NA,success
84,Female,JEANNE,CASTELLUCCI,Lagney,54288,Commune simple,54,44,13,NA,success
73,Male,JEAN-CLAUDE,GRAGNIC,Fricourt,80366,Commune simple,80,32,13,NA,failure
52,Female,PATRICIA,PHILIPPE,Prisches,59474,Commune simple,59,32,4,1790,success
61,Female,PATRICIA,DAVARD,Vernouillet,28404,Commune simple,28,24,6,1540,success
19,Male,SOFIANE,MARTELLI,Chantraine,88087,Commune simple,88,44,10,NA,failure
75,Male,JEAN,BROSSE,Argancy,57028,Commune simple,57,44,13,NA,failure
67,Male,HENRI,LEDUC,Saint-Ilpize,43195,Commune simple,43,84,13,NA,failure
94,Female,PAULETTE,RESSEGUIER,Drémil-Lafage,31163,Commune simple,31,76,13,NA,failure
72,Female,CLAUDINE,WEHRUNG,Bondy,93010,Chef-lieu canton,93,11,13,NA,failure
44,Male,FRÉDÉRIC,ARNAUD,Saint-Ouen-des-Alleux,35304,Commune simple,35,53,7,2090,success
73,Female,BERNADETTE,BIANCO,Saint-Exupéry-les-Roches,19201,Commune simple,19,75,13,NA,failure
72,Female,CHANTAL,CONTARD,Les Mureaux,78440,Commune simple,78,11,13,NA,failure
32,Male,RÉMI,DUHAMEL,Lure,70310,Sous-préfecture,70,27,11,NA,success
40,Female,DELPHINE,DERRE,Adelans-et-le-Val-de-Bithaine,70004,Commune simple,70,27,4,1710,success
40,Male,MICHAEL,DE OLIVEIRA E SILVA,Chemillé-en-Anjou,49092,Chef-lieu canton,49,52,4,1160,failure
56,Male,GUY,MAGNON,Nantes,44109,Préfecture de région,44,52,12,NA,success
23,Female,ANGÉLIQUE,ORIOT,Saint-Rémy,01385,Commune simple,01,84,10,NA,failure
92,Female,PAULETTE,RICHARD,Pont-de-l'Arche,27469,Chef-lieu canton,27,28,13,NA,failure
71,Female,ANDRÉE,SABAS,Bron,69029,Chef-lieu canton,69,84,13,NA,failure
73,Male,BERNARD,CASSAN,Broualan,35044,Commune simple,35,53,13,NA,failure
46,Male,MEHDI,LAFONTAINE,Bailleul,59043,Chef-lieu canton,59,32,4,3810,success
60,Female,CHRISTINE,FAVARDIN,Caen,14118,Préfecture de région,14,28,7,2080,success
38,Male,OLIVIER,BERKI,Flines-lez-Raches,59239,Commune simple,59,32,8,2030,success
42,Female,NATACHA,BODELIN,Pommiers,69156,Commune simple,69,84,3,2120,success
18,Female,SIXTINE,OUCHENE,Saint-Aignan,41198,Chef-lieu canton,41,24,11,NA,failure
41,Male,JULIEN,HICHAM,Paris 15e  Arrondissement,75115,Capitale d'état,75,11,12,NA,success
57,Female,SYLVIE,RICHARD,Cadillac-en-Fronsadais,33082,Commune simple,33,75,11,NA,success
19,Male,ARISTIDE,COLEU,Ozillac,17270,Commune simple,17,75,10,NA,failure
34,Female,MÉLANIE,REYMOND,Quarouble,59479,Commune simple,59,32,12,NA,success
35,Female,VANESSA,BOUALI,Strasbourg,67482,Préfecture de région,67,44,3,6690,success
95,Male,ANDRÉ,WATSON,Gujan-Mestras,33199,Commune simple,33,75,13,NA,failure
31,Male,ALEX,DANNENBERGER,Lisieux,14366,Sous-préfecture,14,28,11,NA,success
31,Female,CAROLINE,LABOSSE,Paris 6e  Arrondissement,75106,Capitale d'état,75,11,3,3270,success
30,Female,EMELINE,COLLAVIZZA,Les Rives,34230,Commune simple,34,76,11,NA,failure
59,Female,JOËLLE,SCHALLER,Saint-Valery-en-Caux,76655,Chef-lieu canton,76,28,6,1320,success
45,Male,SÉBASTIEN,HOARAU,Vénissieux,69259,Chef-lieu canton,69,84,12,NA,success
25,Female,EMILIE,AUBIN,Massy,91377,Chef-lieu canton,91,11,5,1720,success
18,Female,HÉLÈNE,MILLET,Salignac-Eyvigues,24516,Chef-lieu canton,24,75,10,NA,failure
50,Female,VALÉRIE,BONJOUR,Chauvigny,86070,Chef-lieu canton,86,75,6,3400,success
82,Male,CLAUDE,FOURNIER,Écrainville,76224,Commune simple,76,28,13,NA,failure
45,Male,BRUNO,ARNOLD,Sorgues,84129,Commune simple,84,93,7,1640,success
49,Male,VINCENT,CORMON,Bon-Encontre,47032,Commune simple,47,75,7,3260,success
54,Female,SYLVIE,BAYONNE,Saint-Parres-aux-Tertres,10357,Commune simple,10,44,5,1320,success
64,Male,DANIEL,TUFFIGO,Audrieu,14026,Commune simple,14,28,13,NA,failure
27,Male,EMMANUEL,BALDASSI,Meudon,92048,Chef-lieu canton,92,11,11,NA,failure
88,Female,GENEVIÈVE,FOURIER,Lauris,84065,Commune simple,84,93,13,NA,failure
81,Female,ALBERTE,BRAGANCE,Orée d'Anjou,49069,Chef-lieu canton,49,52,13,NA,failure
57,Female,FABIENNE,BOURSE,Foulayronnes,47100,Commune simple,47,75,4,1940,success
70,Female,FRANÇOISE,LEHOUT,Aiguillon,47004,Commune simple,47,75,13,NA,failure
32,Female,MAEVA,BIDON,Glanges,87072,Commune simple,87,75,4,1590,success
57,Male,FRÉDÉRIC,GESTIN,Vergt,24571,Chef-lieu canton,24,75,2,1650,success
66,Male,MICHEL,DHERSIN,Beauchastel,07027,Commune simple,07,84,13,NA,failure
46,Female,VALÉRIE,SUTTER,Pierres,28298,Commune simple,28,24,4,2130,success
65,Male,BRUNO,LARME,Argenteuil,95018,Sous-préfecture,95,11,12,NA,success
53,Female,VALÉRIE,ALCARAS,La Chapelle-Achard,85052,Commune simple,85,52,4,1740,success
18,Female,MARIE,VALET,Riedisheim,68271,Commune simple,68,44,10,NA,failure
54,Male,JEAN-MARC,SANTANTONIO,Saint-Laurent-du-Var,06123,Chef-lieu canton,06,93,6,1120,success
24,Male,ROBIN,RIVAS,Les Authieux-sur-le-Port-Saint-Ouen,76039,Commune simple,76,28,10,NA,failure
58,Male,HENRI,KREITZ,Bonnemain,35029,Commune simple,35,53,3,3750,failure
55,Female,MARTINE,LENOIR,Grenoble,38185,Préfecture,38,84,1,1260,success
86,Male,MARC,POMMIES,Savonnières,37243,Commune simple,37,24,13,NA,failure
20,Male,JULES,VEVE,Montigny-le-Bretonneux,78423,Chef-lieu canton,78,11,10,NA,failure
46,Female,VALÉRIE,FOURDRINIER,Puteaux,92062,Chef-lieu canton,92,11,12,NA,success
46,Female,CAMILLE,BOURRIAUD,Montpellier,34172,Préfecture de région,34,76,4,1820,success
69,Female,NICOLE,PFEIFFER,Sainte-Cécile-les-Vignes,84106,Commune simple,84,93,13,NA,failure
56,Male,JEAN,MARSAULT,La Garenne-Colombes,92035,Chef-lieu canton,92,11,2,2570,success
66,Male,PATRICE,TANGUY,Creutzwald,57160,Commune simple,57,44,13,NA,failure
35,Female,MARIE,MIRA,Gondrin,32149,Commune simple,32,76,5,1640,success
49,Male,KARIM,VERNAY,La Couronne,16113,Chef-lieu canton,16,75,7,1530,success
61,Female,VÉRONIQUE,DUBORPER,Plouzévédé,29213,Chef-lieu canton,29,53,3,2200,success
37,Female,PAMELA,GOUPILLIERE,Le Havre,76351,Sous-préfecture,76,28,5,1530,success
59,Female,MARIANNE,QUENEL,Nice,06088,Préfecture,06,93,12,NA,success
46,Female,CÉLINE,FILLION,Hem,59299,Commune simple,59,32,4,6280,success
97,Female,SIMONE,MOURIER,Villetelle,34340,Commune simple,34,76,13,NA,failure
80,Male,EDOUARD,FOULON,Montauban,82121,Préfecture,82,76,13,NA,failure
63,Male,DOMINIQUE,NURDIN,Verdun,55545,Sous-préfecture,55,44,13,NA,success
34,Male,JEAN-CHRISTOPHE,BRUOT,Pau,64445,Préfecture,64,75,4,1160,success
16,Female,SARAH,BRENNUS,Villarembert,73318,Commune simple,73,84,10,NA,failure
46,Male,XAVIER,MONTARNAL,Riom,63300,Sous-préfecture,63,84,3,5760,success
63,Male,ALAIN,GLOAGUEN,Vernon,27681,Chef-lieu canton,27,28,13,NA,success
16,Male,BENJAMIN,SARANT,Laval-en-Laonnois,02413,Commune simple,02,32,10,NA,failure
27,Female,AMANDINE,LARDENOIS,Évaux-les-Bains,23076,Chef-lieu canton,23,75,4,2180,failure
53,Male,JACQUES,SCATA,Mées,40179,Commune simple,40,75,4,2080,success
69,Female,SYLVIANE,ECALARD,Fontaine-lès-Dijon,21278,Chef-lieu canton,21,27,13,NA,failure
60,Female,MARIE-MONIQUE,DONAT,Yvetot,76758,Chef-lieu canton,76,28,7,2050,success
38,Male,YOHAN,MONGOIN,Blamont,25063,Commune simple,25,27,3,4670,success
27,Female,TANY,BLAISE,Robecq,62713,Commune simple,62,32,5,1270,failure
52,Female,CHRISTELLE,DAVID,Pagny-sur-Moselle,54415,Commune simple,54,44,5,1620,success
55,Female,BÉATRICE,KIPPELEN,Arras,62041,Préfecture,62,32,1,1350,success
63,Female,PATRICIA,DIAIS,Estandeuil,63155,Commune simple,63,84,13,NA,failure
41,Male,GWENDAL,RENAUDIN,Le Havre,76351,Sous-préfecture,76,28,7,2980,success
40,Male,ARNAUD,BAULAT,Sainte-Marie,35294,Commune simple,35,53,2,3100,success
50,Female,CHRISTIANE,DEBLOCK,Écuisses,71187,Commune simple,71,27,6,1290,success
30,Male,MATHIEU,COMPAGNON,Paris 13e  Arrondissement,75113,Capitale d'état,75,11,7,1180,failure
36,Female,SIHAME,GATTI,Chartres,28085,Préfecture,28,24,5,1150,success
28,Male,GREGORY,ROBERT,Lille,59350,Préfecture de région,59,32,8,2180,failure
31,Female,MÉLANIE,MARTIN,Réville,50433,Commune simple,50,28,5,1220,success
49,Female,MARIE,COUDERC,Linselles,59352,Commune simple,59,32,5,1720,success
18,Female,MANON,BERTRAND,Maraussan,34148,Commune simple,34,76,8,1360,failure
39,Male,SYLVAIN,SELVARATNAM,Arnas,69013,Commune simple,69,84,4,6940,success
60,Female,MARIE-CHRISTINE,MARCHI,Noisy-le-Grand,93051,Chef-lieu canton,93,11,12,NA,success
26,Female,ALLISON,CHAMPAGNAT,Vienne,38544,Sous-préfecture,38,84,12,NA,failure
15,Female,JOHANNA,BERTHIAUD,Nantes,44109,Préfecture de région,44,52,10,NA,failure
20,Male,BENJAMIN,BEORD,Roquebrune,32346,Commune simple,32,76,10,NA,failure
39,Female,GWLADYS,FREMOND,Charleville-Mézières,08105,Préfecture,08,44,3,2630,success
30,Male,TONY,LE GALLOU,La Rochette,73215,Chef-lieu canton,73,84,7,1990,failure
47,Female,MARTINE,PELTIER,Bretteville,50077,Commune simple,50,28,4,3310,success
44,Male,DAVID,LAHOREAU,Aulnay-sous-Bois,93005,Chef-lieu canton,93,11,5,1960,success
90,Male,JOSEPH,FREMONT,Paris 17e  Arrondissement,75117,Capitale d'état,75,11,13,NA,failure
26,Male,ROMAIN,BORSELLINO,Rezé,44143,Chef-lieu canton,44,52,7,1350,failure
64,Male,GÉRALD,AMBROGGI,Orée d'Anjou,49069,Chef-lieu canton,49,52,12,NA,failure
20,Male,STANISLAS,HIGOS,Arles,13004,Sous-préfecture,13,93,5,1380,failure
56,Female,NELLY,MILLI,Bionville,54075,Commune simple,54,44,12,NA,success
18,Female,COLYNE,PAILLOUX,Croixrault,80227,Commune simple,80,32,10,NA,failure
36,Male,MICKAEL,CHABANON,Saint-Brieuc,22278,Préfecture,22,53,7,1820,success
40,Male,MARC-ANTOINE,GUILLAUME,Crégy-lès-Meaux,77143,Commune simple,77,11,7,4850,success
89,Female,COLETTE,VANDEVELDE,Narbonne,11262,Sous-préfecture,11,76,13,NA,failure
15,Female,LUCILE,DELPECH,Déville-lès-Rouen,76216,Commune simple,76,28,10,NA,failure
35,Male,LAURENT,BENSACI,Annemasse,74012,Chef-lieu canton,74,84,4,1240,success
56,Female,MARIE-FRANCE,MARGOSSIAN,Gignac,34114,Chef-lieu canton,34,76,3,1880,success
46,Female,ANNE,GUILLEN,Saint-Vigor-d'Ymonville,76657,Commune simple,76,28,4,2590,success
70,Female,MARIE-CHRISTINE,PEYREN,Ruelisheim,68289,Commune simple,68,44,13,NA,failure
48,Female,CLARA,LEGRAND,Saint-Lubin-des-Joncherets,28348,Commune simple,28,24,3,1890,success
53,Male,CHRISTOPHE,DAVIAUD,Mandres-la-Côte,52305,Commune simple,52,44,6,2e3,success
71,Female,ERNA,LEMONNIER,La Rochelle,17300,Préfecture,17,75,13,NA,failure
23,Male,LUCA,BETHRY,Bennecourt,78057,Commune simple,78,11,10,NA,success
53,Female,CATHERINE,PESCHARD,La Châtre,36046,Sous-préfecture,36,24,4,2090,success
20,Male,MAXIME,CLAIRET,Pont-Hébert,50409,Commune simple,50,28,10,NA,failure
43,Female,ESTELLE,CRESSENVILLE,Saint-Nazaire,44184,Sous-préfecture,44,52,4,1420,success
69,Female,MARIE-FRANCE,CAPELLE,Molandier,11236,Commune simple,11,76,13,NA,failure
61,Female,SYLVIE,BELINE,Ciron,36053,Commune simple,36,24,12,NA,success
26,Female,LAURA,PETTON,Houppeville,76367,Commune simple,76,28,12,NA,failure
21,Male,QUENTIN,POULET,La Table,73289,Commune simple,73,84,10,NA,failure
40,Male,XAVIER,GERARD,Toulouse,31555,Préfecture de région,31,76,7,2140,success
65,Female,MARTINE,MAHE,Montélimar,26198,Chef-lieu canton,26,84,12,NA,failure
58,Female,FRANÇOISE,DUVIGNAU,Conflans-sur-Seine,51162,Commune simple,51,44,4,1810,success
55,Male,CLÉMENT,CARNUS,Perpignan,66136,Préfecture,66,76,2,3290,success
67,Male,RENÉ,KERJEAN,Nice,06088,Préfecture,06,93,13,NA,failure
51,Female,AGNÈS,DURELLE,Montpellier,34172,Préfecture de région,34,76,2,2150,success
82,Male,EDMOND,POULIN,Mulhouse,68224,Sous-préfecture,68,44,13,NA,failure
76,Female,MARIE,DENIS,Paris 17e  Arrondissement,75117,Capitale d'état,75,11,13,NA,failure
16,Male,MATTÉO,CARRIO,Tours,37261,Préfecture,37,24,10,NA,failure
61,Female,ELISABETH,CERATO,Marseille 11e  Arrondissement,13211,Préfecture de région,13,93,12,NA,failure
56,Female,FRANÇOISE,VIENNE,Acigné,35001,Commune simple,35,53,6,1250,success
51,Female,NATHALIE,HASSEN,Épernay,51230,Sous-préfecture,51,44,3,2020,success
28,Female,AMANDINE,LATRECHE,Aubervilliers,93001,Chef-lieu canton,93,11,11,NA,success
20,Male,JIMMY,JACOB,Saunières,71504,Commune simple,71,27,10,NA,failure
58,Female,JACQUELINE,BOURGEIX,Bubry,56026,Commune simple,56,53,3,1930,success
58,Male,JEAN-LUC,BONNET,Étampes,91223,Sous-préfecture,91,11,7,1160,success
46,Female,BENEDICTE,MALLET,Lapeyrouse-Fossat,31273,Commune simple,31,76,5,1440,success
64,Male,JEAN-MICHEL,MORICE,Billy-Montigny,62133,Commune simple,62,32,13,NA,failure
48,Male,LAURENT,SIDLER,Ville-d'Avray,92077,Commune simple,92,11,2,2690,success
85,Male,ROGER,LEVEQUE,Tourcoing,59599,Chef-lieu canton,59,32,13,NA,failure
30,Male,TOM,TOULOUSE,Saint-Rémy-lès-Chevreuse,78575,Commune simple,78,11,4,1840,failure
81,Male,JEAN,NOGUIEZ,Monnières,44100,Commune simple,44,52,13,NA,failure
64,Male,JEAN-PAUL,PIERRU,Hayange,57306,Chef-lieu canton,57,44,13,NA,failure
33,Male,MATHIEU,MARIELLO,Lacrouzette,81128,Commune simple,81,76,3,3230,failure
62,Female,MARIE-CHRISTINE,PENVERNE,Louvigné-du-Désert,35162,Chef-lieu canton,35,53,13,NA,success
19,Male,MEHDI,TIHAY,Bouc-Bel-Air,13015,Commune simple,13,93,4,1770,failure
63,Female,DANIELLE,PINTIAUX,Paris 9e  Arrondissement,75109,Capitale d'état,75,11,13,NA,success
73,Male,DOMINIQUE,PREVEL,Brimeux,62177,Commune simple,62,32,13,NA,failure
73,Female,MONIQUE,BERTHE,Argentan,61006,Sous-préfecture,61,28,13,NA,success
20,Male,LUCAS,TURK,Vert-le-Petit,91649,Commune simple,91,11,11,NA,failure
29,Male,MAXENCE,MAILLER,Montpellier,34172,Préfecture de région,34,76,11,NA,failure
39,Female,EMILIE,PARRA,Cambrai,59122,Sous-préfecture,59,32,5,2040,success
38,Male,FRANÇOIS,NOUREAU,Le Haillan,33200,Commune simple,33,75,5,1600,success
19,Male,FLORIAN,LEBRUN,Calais,62193,Sous-préfecture,62,32,10,NA,failure
64,Male,JEAN-PIERRE,KEBIR,Villejuif,94076,Chef-lieu canton,94,11,13,NA,failure
42,Female,SEVERINE,CHAMOUSSET,Mortagne-sur-Gironde,17248,Commune simple,17,75,4,1280,success
37,Male,RADOUAN,BOUELLE,Nantes,44109,Préfecture de région,44,52,7,2900,success
54,Female,LAURENCE,MICHELENA,Rely,62701,Commune simple,62,32,6,1240,success
47,Male,JEAN-GUILLAUME,FLOIRAC,Poitiers,86194,Préfecture de région,86,75,12,NA,success
60,Male,DIDIER,VASSE,Toulouse,31555,Préfecture de région,31,76,2,2080,failure
68,Female,MARTINE,MAZUEL,Cenon,33119,Chef-lieu canton,33,75,13,NA,success
17,Male,THÉO,YE,Saujon,17421,Chef-lieu canton,17,75,10,NA,failure
75,Male,PIERRE,MAIRESSE,Caen,14118,Préfecture de région,14,28,13,NA,failure
68,Male,JEAN,MARTINEZ,Saint-Gervais,85221,Commune simple,85,52,13,NA,failure
38,Female,KARINE,DUPISON,Plerneuf,22188,Commune simple,22,53,3,1970,success
68,Male,JEAN-YVES,FERRER,Savigneux,42299,Commune simple,42,84,13,NA,failure
33,Male,FRÉDÉRIC,DOS ANJOS,Draguignan,83050,Sous-préfecture,83,93,2,1910,success
34,Male,MAXIME,ANTONINO,Besançon,25056,Préfecture de région,25,27,3,5600,failure
60,Male,JEAN-PAUL,ROYAT,Asnières-sur-Oise,95026,Commune simple,95,11,7,1640,success
52,Male,LAURENT,PINO,Saint-Benoît-sur-Seine,10336,Commune simple,10,44,12,NA,success
34,Female,AURÉLIE,REY,Choisy,74076,Commune simple,74,84,5,1230,success
36,Female,GERALDINE,BOUDINEAU,Jussey,70292,Chef-lieu canton,70,27,3,1940,success
65,Female,FRANÇOISE,GODET,Valentigney,25580,Chef-lieu canton,25,27,13,NA,success
71,Male,BERNARD,TOBY,Floirac,33167,Chef-lieu canton,33,75,13,NA,failure
21,Female,HERMINE,VIVET,Chaponost,69043,Commune simple,69,84,10,NA,failure
46,Male,JEAN-PIERRE,GAUTIER,Blicourt,60077,Commune simple,60,32,12,NA,success
51,Male,XAVIER,MOREL D ARLEUX,Tanneron,83133,Commune simple,83,93,12,NA,success
40,Male,CEDRIC,HOUARD,Laxou,54304,Chef-lieu canton,54,44,6,1060,success
90,Female,CHRISTIANE,CHANU,Cocherel,77120,Commune simple,77,11,13,NA,failure
46,Male,JEAN-RENAUD,VIVET,Faches-Thumesnil,59220,Commune simple,59,32,4,2400,success
16,Male,THÉO,MORIN,Paris 17e  Arrondissement,75117,Capitale d'état,75,11,10,NA,failure
26,Female,CAMILLE,COLOMIES,Sainte-Sigolène,43224,Chef-lieu canton,43,84,4,2590,failure
22,Male,MIKAYIL,PAILLARD,Courbevoie,92026,Chef-lieu canton,92,11,10,NA,failure
18,Female,JULIE,GRILLON,Vanves,92075,Chef-lieu canton,92,11,10,NA,failure
25,Male,THOMAS,MONNEREAU,La Ferté-Bernard,72132,Chef-lieu canton,72,52,10,NA,failure
59,Female,CATHERINE,LERAY,Montpellier,34172,Préfecture de région,34,76,3,2600,failure
87,Male,JEAN,BOUST,Clichy,92024,Chef-lieu canton,92,11,13,NA,failure
34,Female,CHARLOTTE,TISSOT,Logrian-Florian,30150,Commune simple,30,76,12,NA,success
45,Female,MAUD,SOUETRE,La Roche-sur-Yon,85191,Préfecture,85,52,4,1540,success
60,Female,EVELYNE,OUASSIERO,Le Bois-d'Oingt,69024,Chef-lieu canton,69,84,5,1410,success
38,Female,MARIATA,GIRAUD,Villeneuve-Tolosane,31588,Commune simple,31,76,12,NA,success
66,Female,EVELYNE,HERRY,Mérignac,33281,Chef-lieu canton,33,75,13,NA,success
25,Male,TANGUY,LEMASSON,Goult,84051,Commune simple,84,93,12,NA,failure
24,Male,SÉBASTIEN,ANOUMANTOU,Thionville,57672,Sous-préfecture,57,44,11,NA,failure
39,Male,KAMEL,WAHL,Le Grau-du-Roi,30133,Commune simple,30,76,3,7090,failure
53,Female,NELLY,ROMET,Ploubazlanec,22210,Commune simple,22,53,6,1170,success
57,Female,JAMILA,OTTENIN,Barentin,76057,Commune simple,76,28,12,NA,success
31,Female,LUDIVINE,LOPES,Giraumont,54227,Commune simple,54,44,1,3650,success
30,Female,ADELINE,RUBIO,Messanges,40181,Commune simple,40,75,8,1360,success
34,Male,ANTHONY,DREVAULT,Issou,78314,Commune simple,78,11,4,1270,success
48,Male,HERVÉ,FELIX,Saverdun,09282,Chef-lieu canton,09,76,7,1210,success
45,Male,ALEXANDRE,GALEA,Laugnac,47140,Commune simple,47,75,5,2440,success
41,Male,RENAUD,JORANDON,Lestelle-de-Saint-Martory,31296,Commune simple,31,76,5,1470,success
27,Female,ALIX-ANNE,NGUYEN,Sainte-Foy-lès-Lyon,69202,Chef-lieu canton,69,84,6,2650,failure
50,Female,VALÉRIE,GARDON,Chambéry,73065,Préfecture,73,84,4,2070,success
17,Male,ALLAN,RICARD,Lagnieu,01202,Chef-lieu canton,01,84,10,NA,failure
68,Female,ANNIE,TABLE,Vaux-sur-Mer,17461,Commune simple,17,75,13,NA,failure
83,Male,JACQUES,PEDEZERT,Fuveau,13040,Commune simple,13,93,13,NA,failure
49,Female,ANNE,FAUCHER,Paris 13e  Arrondissement,75113,Capitale d'état,75,11,5,2100,success
20,Female,LAURA,AZZOUZ,Tours-en-Vimeu,80765,Commune simple,80,32,10,NA,failure
66,Female,JOSETTE,GRANDBOIS,Beaune,21054,Sous-préfecture,21,27,13,NA,success
23,Female,CÉLINE,DEMORY,Maurepas,78383,Chef-lieu canton,78,11,5,1180,failure
79,Female,YVETTE,BRANA,Yerres,91691,Chef-lieu canton,91,11,13,NA,failure
74,Female,MONIQUE,CERF,Stiring-Wendel,57660,Chef-lieu canton,57,44,13,NA,failure
58,Male,JEAN-CLAUDE,ROUCH,Quintin,22262,Chef-lieu canton,22,53,12,NA,success
28,Female,MARJORIE,DEREGNIEAUX,Ouzouer-sur-Trézée,45245,Commune simple,45,24,6,3560,failure
40,Female,ALEXANDRA,CLAPIER,Heiligenstein,67189,Commune simple,67,44,4,2270,failure
45,Female,PAULINE,VILLEBRUN,Lorient,56121,Sous-préfecture,56,53,5,1650,success
60,Female,MICHÈLE,LOGEZ,Hulluch,62464,Commune simple,62,32,13,NA,success
29,Female,KELLY,GODINHO,Saint-Martin-le-Vinoux,38423,Commune simple,38,84,1,1040,failure
47,Male,THIERRY,LAMOTTE,Villepreux,78674,Commune simple,78,11,4,2630,success
36,Male,CYRIL,WALTER,Jacou,34120,Commune simple,34,76,7,1180,failure
62,Male,MAURICE,BEIGNET,Septèmes-les-Vallons,13106,Commune simple,13,93,4,2140,failure
38,Female,EMILY,MASSONI,Saint-Martin-en-Haut,69227,Commune simple,69,84,4,6110,success
18,Female,SANDRA,VALADE,Vesc,26373,Commune simple,26,84,12,NA,failure
47,Female,BÉATRICE,LE POITTEVIN DE LACROIX DE VAUBOIS,Saint-Maur-des-Fossés,94068,Chef-lieu canton,94,11,6,1290,failure
17,Male,THOMAS,BRUWIER,Angers,49007,Préfecture,49,52,10,NA,failure
27,Female,ELODIE,MANCEE,Krautergersheim,67248,Commune simple,67,44,6,1260,failure
62,Female,PATRICIA,ROHMER,Lezennes,59346,Commune simple,59,32,13,NA,success
63,Male,CLAUDE,LEBESLE,Châteauroux,36044,Préfecture,36,24,7,2100,failure
56,Female,LAURENCE,AVALLONE,Saint-Martin-sur-la-Chambre,73259,Commune simple,73,84,3,3930,success
22,Male,RACHID,GUILLOT,Mâcon,71270,Préfecture,71,27,11,NA,failure
56,Female,JOCELYNE,VIARD,Paris 11e  Arrondissement,75111,Capitale d'état,75,11,12,NA,success
24,Female,AGATHE,DELATTRE,Juigné-sur-Sarthe,72151,Commune simple,72,52,12,NA,failure
22,Female,SABRA,CHABOCHE,Saint-Étienne-du-Rouvray,76575,Chef-lieu canton,76,28,4,1500,failure
40,Female,LAETITIA,BOURNICON,Saint-Chef,38374,Commune simple,38,84,6,1470,success
40,Male,GUILLAUME,FISCHBACH,Saint-Pierre-de-Varengeville,76636,Commune simple,76,28,8,1300,success
74,Female,MICHÈLE,BROCHARD,La Rochelle,17300,Préfecture,17,75,13,NA,failure
15,Female,LETIZIA,GASMI,La Gorgue,59268,Commune simple,59,32,10,NA,failure
32,Male,PIERRE-JEAN,D HALLUIN,Roye,80685,Chef-lieu canton,80,32,7,3750,success
73,Female,ANNE-MARIE,RAIMBAULT,Catllar,66045,Commune simple,66,76,13,NA,failure
73,Male,DOMINIQUE,PAILLART,Neuilly-sur-Seine,92051,Chef-lieu canton,92,11,13,NA,failure
29,Male,PIERRE,GARROT,Vénissieux,69259,Chef-lieu canton,69,84,3,1340,failure
